pid,QID287_1,QID287_2,QID287_3,QID287_4,QID287_5,QID287_6,QID287_7,QID287_10,QID287_11,QID287_12,QID154,QID158,QID160_1,QID160_2,QID160_3,QID161,QID165,QID166_TEXT,QID169,QID170_TEXT,QID171,QID174,QID177,QID181_TEXT,QID184,QID191,QID192,QID195,QID203_1,QID203_2,QID203_3,QID203_4,QID203_5,QID203_6,QID288_1,QID288_2,QID288_3,QID288_4,QID289_1,QID289_2,QID289_3,QID289_4,QID291,QID196,QID290_1,QID290_2,QID290_3,QID290_4,QID290_5,QID290_6,QID290_7,QID290_10,QID290_11,QID290_12,QID9_1,QID9_2,QID9_3,QID9_4,QID9_5,QID9_6,QID9_7,QID9_8,QID9_9,QID9_10,QID9_11,QID9_12,QID9_13,QID9_14,QID9_15,QID9_16,QID9_17,QID9_18,QID9_19,QID9_20,QID9_21,QID9_22,QID9_23,QID9_24,QID9_25,QID9_26,QID9_27,QID9_28,QID9_29,QID9_30,QID9_31,QID9_32,QID9_33,QID9_34,QID9_35,QID9_36,QID9_37,QID9_38,QID9_39,QID9_40,QID162,QID163,QID164_TEXT,QID167,QID168_TEXT,QID182_TEXT,QID190,QID194,QID198_1,QID198_2,QID198_3,QID198_4,QID198_5,QID198_6,QID198_7,QID198_8,QID198_9,QID198_10,QID156,QID157,QID172,QID175,QID178,QID183,QID193,QID159_1,QID159_2,QID159_3,QID173,QID176,QID179,QID189
1902,Somewhat support,Somewhat support,Somewhat support,Somewhat support,Somewhat support,Neither oppose nor support,Neither oppose nor support,Somewhat support,Somewhat support,Strongly oppose,10,I favor program A,Very improbable,Very improbable,Very improbable,,fewer,55,less,380,Disagree strongly,Agree strongly,likely,15,,,,probably no,red,red,red,red,red,green,very beneficial,neutral,neutral,slightly beneficial,not at all risky,very risky,extremely risky,extremely risky,I would definitely not take the vaccine. I would thus accept the 10% chance of dying from this flu.,the small tray,59,50,49,61,49,50,65,61,68,26,"No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Incorrect, all things considered",,,,,,"$1,000,000",,,,,,,,,,,,,,,,,No,10% probablity of five miillion dollars 90% probability of nothing,,,,,,,
1903,Somewhat support,Neither oppose nor support,Neither oppose nor support,Neither oppose nor support,Neither oppose nor support,Neither oppose nor support,Strongly support,Somewhat oppose,Strongly oppose,Neither oppose nor support,30,I slightly favor program B,,,,"Incorrect, a very bad decision",,,less,400,Disagree strongly,Agree a little,likely,,,,One million dollars for sure,,,,,,,,very beneficial,low benefit,very beneficial,very beneficial,slightly risky,very risky,moderately risky,moderately risky,I would probably take the vaccine. I would thus accept the 5% chance of dying from the weaker flu in the vaccine,the small tray,50,40,50,60,50,50,65,60,50,50,"No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product",,more,50,,,0,,probably yes,1,1,1,1,1,1,1,1,1,1,,,,,,Yes,,Somewhat probable,Somewhat probable,Somewhat probable,,,,"$10,000"
1904,Strongly support,Strongly support,Neither oppose nor support,Somewhat support,Neither oppose nor support,Strongly support,Neither oppose nor support,Strongly support,Somewhat support,Somewhat support,30,I slightly favor program A,,,,The decision and its opposite are equally good,fewer,32,more,1250,,,,,No,,One million dollars for sure,,,,,,,,extremely beneficial,neutral,slightly beneficial,neutral,not at all risky,extremely risky,extremely risky,extremely risky,I would probably take the vaccine. I would thus accept the 5% chance of dying from the weaker flu in the vaccine,the large tray,97,100,100,97,76,71,55,100,81,79,"Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product",,,,,,12,"$5,000,000 or more",yes,1,2,1,2,1,2,1,2,1,2,,,,,,,,Very probable,Very probable,Somewhat probable,Disagree strongly,Agree a little,somewhat unlikely,
1905,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Somewhat oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly support,Neither oppose nor support,,I slightly favor program B,,,,"Correct, all things considered",more,80,,,Disagree strongly,Disagree strongly,very unlikely,18,,,,,red,red,red,red,red,red,moderately beneficial,low benefit,moderately beneficial,slightly beneficial,moderately risky,moderately risky,neutral,very risky,I would definitely take the vaccine. I would thus accept the 5% chance of dying from the weaker flu in the vaccine.,the small tray,43,52,33,41,26,32,51,51,78,50,"No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product",,,,more,100,,,no,,,,,,,,,,,84,,,,,Yes,11% probability of one million dollars 89% probability of nothing,Very probable,Very probable,Very improbable,,,,"$100,000"
1906,Somewhat support,Somewhat support,Somewhat support,Strongly support,Somewhat support,Strongly support,Strongly support,Somewhat support,Neither oppose nor support,Somewhat support,,,Very probable,Somewhat probable,Moderately probable,,fewer,45,,,,,,,,,89% probability of one million dollars 10% probablity of five miillion dollars 1% probability of nothing,,red,red,green,red,green,red,very beneficial,neutral,neutral,neutral,not at all risky,neutral,moderately risky,moderately risky,I would probably take the vaccine. I would thus accept the 5% chance of dying from the weaker flu in the vaccine,the small tray,38,31,25,32,29,37,63,54,28,23,"Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product",The decision and its opposite are equally good,,,more,118,0,"$250,000",no,,,,,,,,,,,88,I favor program A,,,,Yes,,,,,Disagree strongly,Agree a little,somewhat likely,
1907,Strongly support,Somewhat support,Strongly support,Strongly support,Somewhat support,Strongly support,Somewhat support,Strongly support,Neither oppose nor support,Neither oppose nor support,30,I slightly favor program A,Moderately probable,Moderately probable,Somewhat probable,"Correct, all things considered",more,100,,,,,,20,Yes,,89% probability of one million dollars 10% probablity of five miillion dollars 1% probability of nothing,,,,,,,,very beneficial,neutral,very beneficial,moderately beneficial,slightly risky,moderately risky,neutral,neutral,I would probably take the vaccine. I would thus accept the 5% chance of dying from the weaker flu in the vaccine,the small tray,61,38,42,55,70,25,50,90,60,50,"Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product",,,,more,200,,,yes,1,1,1,1,1,1,1,1,1,1,,,Agree a little,Agree strongly,very likely,,,,,,,,,"$1,000"
1908,Somewhat support,Neither oppose nor support,Somewhat support,Somewhat support,Somewhat support,Neither oppose nor support,Somewhat support,Strongly support,Somewhat support,Somewhat support,65,I slightly favor program B,,,,,fewer,55,,,,,,20,No,,,,red,red,green,red,green,red,extremely beneficial,not at all beneficial,low benefit,moderately beneficial,low risk,very risky,moderately risky,slightly risky,I would probably not take the vaccine. I would thus accept the 10% chance of dying from this flu.,the small tray,72,30,25,25,35,15,55,75,65,75,"No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product",The decision and its opposite are equally good,,,more,300,,,probably yes,,,,,,,,,,,,,,,,,10% probablity of five miillion dollars 90% probability of nothing,Moderately probable,Somewhat probable,Very improbable,Disagree a little,Agree a little,somewhat likely,$100
1909,Neither oppose nor support,Neither oppose nor support,Somewhat support,Neither oppose nor support,Somewhat support,Strongly support,Strongly support,Strongly support,Strongly oppose,Neither oppose nor support,,,,,,The decision and its opposite are equally good,,,less,500,,,,,Yes,,,,red,green,red,red,green,red,very beneficial,low benefit,neutral,low benefit,low risk,neutral,extremely risky,extremely risky,I would probably not take the vaccine. I would thus accept the 10% chance of dying from this flu.,the small tray,68,52,35,83,66,48,82,40,48,54,"No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product",,more,20,,,15,,probably yes,,,,,,,,,,,49,I slightly favor program B,Disagree a little,Agree strongly,very likely,,11% probability of one million dollars 89% probability of nothing,Somewhat probable,Moderately probable,Somewhat probable,,,,$100
1910,Somewhat oppose,Strongly oppose,Somewhat oppose,Somewhat oppose,Somewhat oppose,Strongly oppose,Somewhat support,Strongly support,Strongly support,Somewhat support,40,,,,,"Correct, but the opposite would be reasonable too",,,,,Disagree a little,Disagree a little,somewhat unlikely,,No,,,,,,,,,,very beneficial,moderately beneficial,very beneficial,very beneficial,slightly risky,moderately risky,moderately risky,slightly risky,I would probably not take the vaccine. I would thus accept the 10% chance of dying from this flu.,the small tray,45,50,55,50,60,55,70,60,75,50,"No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product",,more,54,more,358,10,,definitely no,1,2,1,1,1,1,1,1,2,1,,I favor program A,,,,,10% probablity of five miillion dollars 90% probability of nothing,Moderately probable,Somewhat probable,Moderately probable,,,,"$10,000"
1911,Neither oppose nor support,Strongly support,Somewhat support,Strongly support,Somewhat support,Somewhat support,Strongly support,Strongly support,Neither oppose nor support,Somewhat support,,I slightly favor program B,,,,"Correct, but the opposite would be reasonable too",fewer,60,,,,,,12,,,One million dollars for sure,probably yes,,,,,,,very beneficial,low benefit,neutral,low benefit,slightly risky,very risky,extremely risky,extremely risky,I would probably not take the vaccine. I would thus accept the 10% chance of dying from this flu.,the small tray,25,12,7,30,35,8,95,55,30,50,"Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product",,,,more,88,,"$1,000",,1,1,2,1,2,2,2,1,1,2,70,,Disagree a little,Agree strongly,somewhat likely,Yes,,Somewhat probable,Somewhat probable,Very improbable,,,,
1912,Neither oppose nor support,Somewhat support,Neither oppose nor support,Strongly support,Strongly support,Strongly support,Somewhat support,Somewhat support,Neither oppose nor support,Somewhat oppose,70,I slightly favor program A,Somewhat probable,Somewhat probable,Somewhat probable,"Correct, all things considered",fewer,46,less,500,Disagree a little,Agree a little,likely,,No,"$1,000",89% probability of one million dollars 10% probablity of five miillion dollars 1% probability of nothing,,,,,,,,moderately beneficial,low benefit,very beneficial,very beneficial,slightly risky,very risky,moderately risky,moderately risky,I would probably take the vaccine. I would thus accept the 5% chance of dying from the weaker flu in the vaccine,the small tray,42,52,47,58,58,50,57,67,46,46,"Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product",,,,,,18,,probably yes,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
1913,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Strongly oppose,Strongly support,,I strongly favor program B,,,,"Clearly correct, an excellent decision",fewer,14,,,Neither agree nor disagree,Neither agree nor disagree,very likely,0,,,,,red,red,red,red,green,green,very beneficial,not at all beneficial,not at all beneficial,not at all beneficial,low risk,extremely risky,extremely risky,extremely risky,I would probably take the vaccine. I would thus accept the 5% chance of dying from the weaker flu in the vaccine,the small tray,15,15,16,38,38,15,16,18,23,22,"No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product",,,,more,500,,"$500,000",definitely yes,,,,,,,,,,,10,,,,,Yes,10% probablity of five miillion dollars 90% probability of nothing,Extremely probable,Extremely probable,Extremely probable,,,,
1914,Somewhat oppose,Somewhat support,Somewhat support,Strongly support,Strongly support,Strongly oppose,Strongly support,Strongly support,Strongly support,Somewhat support,81,,,,,,,,less,300,,,,15,,$100,,,,,,,,,very beneficial,neutral,moderately beneficial,moderately beneficial,moderately risky,slightly risky,moderately risky,moderately risky,I would probably take the vaccine. I would thus accept the 5% chance of dying from the weaker flu in the vaccine,the large tray,25,47,50,58,70,15,95,75,67,85,"Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Incorrect, but not unreasonable",more,30,,,,,yes,1,1,2,1,1,1,2,1,2,1,,I slightly favor program A,,,,Yes,11% probability of one million dollars 89% probability of nothing,Somewhat probable,Extremely probable,Somewhat probable,Agree a little,Agree a little,likely,
1915,Somewhat support,Strongly support,Neither oppose nor support,Somewhat support,Strongly support,Somewhat support,Somewhat support,Strongly support,Neither oppose nor support,Somewhat oppose,,I favor program A,Somewhat probable,Very probable,Moderately probable,"Incorrect, all things considered",,,less,250,,,,13,,$100,,yes,red,red,red,red,green,green,moderately beneficial,not at all beneficial,not at all beneficial,low benefit,slightly risky,very risky,moderately risky,moderately risky,I would probably take the vaccine. I would thus accept the 5% chance of dying from the weaker flu in the vaccine,the small tray,47,56,42,66,73,50,91,97,56,46,"Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product",,more,60,,,,,,,,,,,,,,,,95,,Disagree strongly,Agree strongly,very likely,Yes,10% probablity of five miillion dollars 90% probability of nothing,,,,,,,
1916,Somewhat support,Somewhat oppose,Somewhat support,Strongly support,Strongly support,Strongly oppose,Strongly support,Somewhat oppose,Strongly support,Strongly support,,I slightly favor program B,,,,"Correct, all things considered",,,,,,,,20,,"$1,000",One million dollars for sure,definitely yes,,,,,,,very beneficial,not at all beneficial,neutral,very beneficial,low risk,extremely risky,very risky,very risky,I would probably not take the vaccine. I would thus accept the 10% chance of dying from this flu.,the large tray,51,76,88,94,97,8,86,76,100,99,"No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product",,more,54,more,375,,,,1,1,1,2,1,2,1,1,2,1,91,,Disagree strongly,Agree strongly,very likely,Yes,,Somewhat probable,Very improbable,Extremely improbable,,,,
1917,Strongly support,Strongly support,Strongly support,Somewhat support,Strongly support,Strongly oppose,Somewhat support,Somewhat support,Strongly support,Strongly support,,,,,,,,,,,Agree a little,Agree strongly,likely,,Yes,,One million dollars for sure,,red,green,green,red,red,green,very beneficial,moderately beneficial,neutral,slightly beneficial,not at all risky,moderately risky,very risky,extremely risky,I would probably take the vaccine. I would thus accept the 5% chance of dying from the weaker flu in the vaccine,the small tray,61,75,87,100,98,0,92,85,100,99,"No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Clearly correct, an excellent decision",more,15,more,90,10,,definitely yes,,,,,,,,,,,80,I strongly favor program A,,,,,,Very probable,Very improbable,Extremely improbable,,,,$100
