pid,QID287_1,QID287_2,QID287_3,QID287_4,QID287_5,QID287_6,QID287_7,QID287_10,QID287_11,QID287_12,QID154,QID158,QID160_1,QID160_2,QID160_3,QID161,QID165,QID166_TEXT,QID169,QID170_TEXT,QID171,QID174,QID177,QID181_TEXT,QID184,QID191,QID192,QID195,QID203_1,QID203_2,QID203_3,QID203_4,QID203_5,QID203_6,QID288_1,QID288_2,QID288_3,QID288_4,QID289_1,QID289_2,QID289_3,QID289_4,QID291,QID196,QID290_1,QID290_2,QID290_3,QID290_4,QID290_5,QID290_6,QID290_7,QID290_10,QID290_11,QID290_12,QID9_1,QID9_2,QID9_3,QID9_4,QID9_5,QID9_6,QID9_7,QID9_8,QID9_9,QID9_10,QID9_11,QID9_12,QID9_13,QID9_14,QID9_15,QID9_16,QID9_17,QID9_18,QID9_19,QID9_20,QID9_21,QID9_22,QID9_23,QID9_24,QID9_25,QID9_26,QID9_27,QID9_28,QID9_29,QID9_30,QID9_31,QID9_32,QID9_33,QID9_34,QID9_35,QID9_36,QID9_37,QID9_38,QID9_39,QID9_40,QID162,QID163,QID164_TEXT,QID167,QID168_TEXT,QID182_TEXT,QID190,QID194,QID198_1,QID198_2,QID198_3,QID198_4,QID198_5,QID198_6,QID198_7,QID198_8,QID198_9,QID198_10,QID156,QID157,QID172,QID175,QID178,QID183,QID193,QID159_1,QID159_2,QID159_3,QID173,QID176,QID179,QID189
1178,5,5,4,5,3,5,4,5,2,3,,,,,,3.0,,,2.0,350,,,,14,2.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,7,2,2,4,5,6,6,5,3,1,51.0,19.0,12.0,41.0,34.0,15.0,61.0,48.0,71.0,29.0,1,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,1,2,2,2,,1.0,35,,,,,,,,,,,,,,,,76.0,4.0,,,,,,4.0,2.0,3.0,2.0,4.0,6.0,
1179,5,4,5,5,2,5,5,5,2,1,,,,,,,,,,,,,,,1.0,1.0,,5.0,1.0,1.0,1.0,2.0,1.0,2.0,7,1,6,4,5,7,5,5,3,1,70.0,20.0,25.0,85.0,10.0,40.0,90.0,70.0,5.0,1.0,2,2,2,1,1,1,1,1,2,2,1,1,2,2,1,2,1,2,2,1,1,1,1,2,2,1,1,1,1,2,2,2,1,2,2,1,1,2,1,2,6.0,1.0,20,1.0,265,20,,,,,,,,,,,,,80.0,2.0,5.0,5.0,5.0,,2.0,3.0,4.0,2.0,,,,
1180,4,4,4,5,5,4,5,4,2,5,,,2.0,5.0,3.0,,,,,,1.0,4.0,4.0,20,,3.0,,4.0,,,,,,,7,7,4,2,5,5,7,7,1,2,50.0,50.0,20.0,100.0,100.0,100.0,100.0,70.0,30.0,100.0,2,2,1,2,2,2,1,1,2,2,1,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,6.0,1.0,50,1.0,95,,,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,81.0,6.0,,,,1.0,1.0,,,,,,,
1181,5,5,5,5,4,4,5,5,2,4,30.0,,,,,,,,2.0,300,1.0,5.0,5.0,,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,6,1,5,5,2,6,6,5,4,1,40.0,8.0,40.0,20.0,40.0,10.0,65.0,55.0,48.0,55.0,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,5.0,2.0,7,,,13,10.0,,,,,,,,,,,,,2.0,,,,,,4.0,2.0,4.0,,,,
1182,1,2,2,3,5,2,1,2,5,5,,4.0,,,,,,,1.0,2100,1.0,3.0,1.0,,,,,2.0,,,,,,,6,4,4,3,2,3,5,6,1,1,41.0,38.0,37.0,24.0,83.0,26.0,53.0,24.0,64.0,81.0,2,2,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,1,2,1,6.0,1.0,18,,,10,9.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,70.0,,,,,1.0,2.0,5.0,2.0,2.0,,,,
1183,3,4,4,2,4,4,3,5,5,4,60.0,6.0,,,,,,,1.0,1250,,,,14,2.0,,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,5,1,5,5,5,5,6,6,2,1,39.0,49.0,38.0,75.0,71.0,40.0,100.0,100.0,55.0,49.0,2,1,2,1,2,2,1,1,2,1,1,2,2,1,2,2,2,2,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1,2,1,2,2,1,1,2,4.0,1.0,40,,,,,3.0,,,,,,,,,,,,,,,,,,4.0,2.0,2.0,4.0,2.0,2.0,1.0
1184,5,5,5,5,5,3,5,5,5,3,30.0,3.0,,,,6.0,,,2.0,350,1.0,4.0,6.0,,,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,6,1,4,5,3,6,5,5,4,1,60.0,60.0,51.0,80.0,80.0,58.0,66.0,85.0,50.0,50.0,1,1,2,1,2,2,2,1,2,1,1,2,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,,1.0,35,,,20,,4.0,,,,,,,,,,,,,,,,2.0,1.0,4.0,3.0,4.0,,,,
1185,3,4,4,4,3,5,3,5,2,1,,4.0,,,,,,,2.0,300,1.0,4.0,4.0,15,2.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,5,2,3,3,2,3,5,4,3,1,50.0,50.0,55.0,65.0,44.0,50.0,62.0,69.0,39.0,26.0,1,2,2,1,2,2,2,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,2,1,2,5.0,1.0,48,,,,,4.0,,,,,,,,,,,70.0,,,,,,1.0,3.0,3.0,3.0,,,,3.0
1186,4,4,3,5,5,4,5,4,3,4,,3.0,,,,,,,1.0,1288,1.0,2.0,2.0,18,,,1.0,,,,,,,,6,2,2,2,5,5,6,5,2,1,65.0,57.0,56.0,64.0,86.0,51.0,90.0,41.0,59.0,65.0,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,2,2,1,1,1,2,1,1,1,2,1,2,1,2,1,1,2,2,2,2,1,6.0,1.0,18,,,,10.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,86.0,,,,,1.0,,2.0,3.0,3.0,,,,
1187,2,3,3,4,4,4,5,5,2,4,,2.0,3.0,4.0,4.0,6.0,2.0,35,2.0,500,,,,,,1.0,1.0,4.0,,,,,,,6,3,6,5,3,6,6,6,2,1,60.0,40.0,35.0,45.0,65.0,45.0,80.0,66.0,55.0,70.0,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,,,,,,5,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70.0,,,,,1.0,,,,,4.0,4.0,5.0,
1188,5,5,5,5,5,5,5,5,1,3,25.0,3.0,,,,,1.0,70,2.0,800,,,,20,2.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,7,1,7,4,2,7,2,7,4,1,40.0,25.0,25.0,49.0,51.0,30.0,90.0,100.0,25.0,50.0,1,1,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,2,1,2,1,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,1,2,1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,1.0,3.0,5.0,5.0,
1189,4,4,4,4,4,4,4,4,2,3,,,,,,,2.0,40,2.0,300,,,,15,,,,4.0,,,,,,,6,2,5,5,2,4,4,5,2,1,39.0,32.0,35.0,52.0,56.0,47.0,60.0,62.0,34.0,49.0,2,2,2,2,1,2,1,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,1,2,2,2,1,2,1,2,1,1,1,5.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70.0,2.0,2.0,4.0,5.0,1.0,1.0,4.0,3.0,4.0,,,,4.0
1190,5,4,5,5,4,3,5,5,3,4,,,,,,,2.0,35,1.0,1100,,,,,,2.0,1.0,,1.0,1.0,2.0,1.0,2.0,1.0,6,2,3,4,2,3,6,5,3,1,60.0,50.0,40.0,35.0,55.0,30.0,55.0,55.0,65.0,60.0,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,6.0,,,,,5,,6.0,,,,,,,,,,,50.0,1.0,,,,1.0,,4.0,4.0,3.0,2.0,5.0,5.0,
1191,4,4,5,5,4,5,4,5,2,4,75.0,,,,,6.0,,,,,,,,,2.0,1.0,,4.0,,,,,,,6,2,5,2,3,5,5,7,4,1,64.0,50.0,44.0,72.0,82.0,89.0,70.0,83.0,46.0,66.0,2,2,1,1,1,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,,1.0,35,1.0,285,10,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,3.0,2.0,4.0,5.0,,1.0,2.0,4.0,2.0,,,,
1192,3,4,3,4,4,4,4,5,2,4,65.0,,,,,5.0,1.0,80,,,2.0,3.0,3.0,,,1.0,1.0,,,,,,,,5,3,5,4,3,5,5,5,2,1,55.0,50.0,42.0,48.0,61.0,55.0,60.0,75.0,45.0,64.0,2,1,2,2,2,2,2,1,1,1,1,2,2,2,1,1,1,2,1,2,1,1,1,1,2,2,1,2,2,2,1,2,1,2,1,1,2,2,1,2,,,,1.0,150,10,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,2.0,,4.0,4.0,3.0,,,,
1193,1,3,2,4,3,4,4,4,4,3,,4.0,,,,6.0,2.0,54,,,,,,,,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,6,4,3,6,6,5,5,4,1,2,22.0,20.0,25.0,70.0,55.0,62.0,30.0,79.0,67.0,51.0,1,2,2,1,1,2,1,2,1,1,2,1,2,1,2,1,2,2,1,2,1,1,2,2,2,1,1,1,2,1,2,1,2,1,1,2,1,1,2,2,,,,1.0,300,10,,,,,,,,,,,,,70.0,,5.0,4.0,5.0,1.0,,2.0,2.0,1.0,,,,
1194,4,5,5,5,3,5,5,5,2,2,,5.0,4.0,4.0,4.0,,2.0,52,,,2.0,5.0,5.0,,,3.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,7,5,4,5,2,3,5,4,2,1,67.0,38.0,44.0,57.0,45.0,39.0,71.0,66.0,55.0,44.0,2,2,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,6.0,,,1.0,90,15,,,,,,,,,,,,,70.0,,,,,2.0,,,,,,,,
1195,5,5,5,5,3,5,5,5,1,3,,,,,,4.0,1.0,85,,,,,,,2.0,,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,7,2,2,3,2,7,7,7,3,1,42.0,62.0,59.0,36.0,45.0,42.0,60.0,74.0,44.0,47.0,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,,,,1.0,140,5,10.0,5.0,,,,,,,,,,,70.0,4.0,,,,,,3.0,3.0,3.0,3.0,5.0,5.0,
1196,4,5,5,4,4,5,5,3,3,4,,,5.0,5.0,5.0,6.0,2.0,22,,,1.0,5.0,6.0,15,,2.0,1.0,,,,,,,,7,2,3,3,2,5,6,6,3,1,66.0,36.0,66.0,54.0,65.0,64.0,84.0,66.0,57.0,78.0,2,2,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,,,,2.0,62,,,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,79.0,3.0,,,,1.0,,,,,,,,
1197,2,2,1,2,3,3,4,2,4,3,,,2.0,2.0,2.0,,,,,,,,,15,,1.0,1.0,,,,,,,,6,2,5,5,3,5,5,5,2,2,50.0,52.0,45.0,41.0,63.0,48.0,74.0,51.0,50.0,71.0,1,2,2,1,2,1,2,2,1,1,1,2,2,1,2,1,2,1,2,1,1,2,1,2,1,1,1,2,2,2,1,2,1,2,1,2,2,2,1,2,6.0,1.0,54,1.0,380,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80.0,3.0,,,,1.0,,,,,1.0,5.0,4.0,
1198,1,1,1,1,3,1,2,3,5,5,,2.0,4.0,6.0,5.0,5.0,2.0,50,2.0,275,,,,15,,1.0,,,,,,,,,6,3,4,4,5,5,6,6,1,1,45.0,35.0,45.0,62.0,63.0,46.0,74.0,71.0,64.0,75.0,1,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,,,,,,,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,70.0,,,,,2.0,2.0,,,,3.0,4.0,5.0,
1199,5,3,5,4,4,5,3,4,1,1,98.0,6.0,,,,6.0,,,,,,,,,2.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,6,4,6,6,2,3,6,6,4,1,45.0,15.0,43.0,26.0,54.0,43.0,85.0,86.0,55.0,11.0,2,2,2,1,1,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,1.0,50,1.0,400,20,,5.0,,,,,,,,,,,,,4.0,2.0,2.0,,2.0,3.0,5.0,2.0,,,,2.0
1200,2,4,4,4,5,4,5,4,4,4,95.0,,,,,3.0,,,,,4.0,5.0,6.0,20,,,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,7,2,7,7,2,7,2,5,3,2,55.0,45.0,55.0,45.0,75.0,55.0,85.0,75.0,60.0,70.0,2,2,1,1,2,2,2,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,1,1,1,1,1,2,2,,2.0,10,1.0,125,,,,,,,,,,,,,,,3.0,,,,2.0,,4.0,5.0,2.0,,,,9.0
1201,3,4,4,5,5,5,5,5,3,5,,,3.0,5.0,2.0,,2.0,45,,,,,,20,2.0,,,,,,,,,,6,2,6,6,5,5,6,6,1,1,30.0,70.0,40.0,81.0,81.0,40.0,79.0,76.0,64.0,90.0,1,1,1,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,1,1,1,2,2,1,1,1,2,2,1,1,2,2,2,2,2,1,2,1,1,1,6.0,,,2.0,80,,5.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,80.0,2.0,5.0,4.0,6.0,,2.0,,,,,,,
1202,2,3,3,2,2,3,3,2,4,3,,,,,,5.0,2.0,61,,,,,,,2.0,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5,3,2,2,4,5,5,5,2,2,30.0,15.0,60.0,34.0,23.0,59.0,24.0,22.0,70.0,36.0,2,1,2,2,1,1,1,2,2,1,1,1,2,2,2,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,,,,1.0,212,7,3.0,,,,,,,,,,,,69.0,2.0,,,,,2.0,3.0,4.0,1.0,3.0,2.0,4.0,
1203,4,4,3,3,4,2,4,1,5,3,,,4.0,4.0,4.0,,2.0,20,2.0,800,5.0,3.0,4.0,2,,3.0,2.0,4.0,,,,,,,5,3,5,4,2,3,3,3,1,1,42.0,42.0,41.0,38.0,60.0,21.0,71.0,38.0,61.0,57.0,1,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,6.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70.0,4.0,,,,1.0,,,,,,,,
1204,5,5,5,5,4,4,4,5,1,3,30.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,5,2,2,5,3,6,6,2,2,1,51.0,46.0,40.0,37.0,29.0,39.0,36.0,49.0,42.0,43.0,2,1,2,1,2,1,2,2,1,2,1,2,1,2,1,1,2,1,1,1,1,2,2,2,1,1,1,1,2,1,1,2,1,2,2,1,1,2,2,1,3.0,1.0,40,1.0,200,15,,4.0,,,,,,,,,,,,,1.0,4.0,4.0,1.0,,,,,,,,6.0
1205,1,3,1,1,1,1,3,1,5,4,,6.0,,,,,,,1.0,1200,,,,15,1.0,1.0,,5.0,,,,,,,6,4,5,5,4,4,5,5,1,1,20.0,22.0,23.0,31.0,16.0,35.0,49.0,64.0,70.0,85.0,2,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,6.0,1.0,30,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,70.0,,1.0,4.0,4.0,,1.0,5.0,5.0,5.0,,,,
1206,2,3,2,4,4,4,3,5,4,5,,4.0,3.0,3.0,2.0,6.0,,,,,,,,20,2.0,1.0,,,,,,,,,5,4,5,5,3,5,6,5,4,1,30.0,40.0,10.0,50.0,75.0,45.0,65.0,84.0,60.0,85.0,2,2,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,1,2,1,2,1,2,2,1,2,,1.0,50,1.0,150,,,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,70.0,,4.0,5.0,6.0,,2.0,,,,,,,
1207,4,4,4,4,5,5,5,5,2,5,3.0,6.0,,,,7.0,,,1.0,1100,4.0,1.0,6.0,,,,2.0,,2.0,1.0,1.0,1.0,2.0,1.0,7,5,6,7,5,5,6,6,4,2,25.0,45.0,35.0,26.0,91.0,88.0,70.0,54.0,80.0,98.0,2,1,2,2,2,1,2,1,1,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,1,2,1,1,1,,2.0,10,,,2,6.0,2.0,,,,,,,,,,,,,,,,1.0,,3.0,3.0,3.0,,,,
1208,4,4,5,2,1,2,4,3,5,5,85.0,3.0,,,,,2.0,50,2.0,350,,,,12,,7.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,7,4,3,2,5,5,5,5,4,1,30.0,56.0,48.0,79.0,88.0,24.0,76.0,83.0,38.0,95.0,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,6.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,4.0,3.0,2.0,5.0,5.0,6.0,
1209,5,5,5,5,4,5,5,5,2,1,74.0,,2.0,3.0,4.0,6.0,2.0,58,2.0,986,1.0,3.0,4.0,,,1.0,,,1.0,1.0,2.0,1.0,2.0,1.0,6,2,2,2,2,5,7,7,3,2,68.0,75.0,75.0,93.0,65.0,82.0,72.0,95.0,39.0,27.0,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,1,2,1,1,2,1,2,2,2,1,1,1,2,2,2,2,2,1,,,,,,18,,4.0,,,,,,,,,,,,2.0,,,,1.0,2.0,,,,,,,
1210,2,3,3,2,3,3,5,3,4,3,30.0,4.0,,,,6.0,,,2.0,750,,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,6,4,2,2,3,3,5,5,1,1,30.0,26.0,39.0,32.0,42.0,31.0,45.0,31.0,34.0,29.0,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,1.0,45,,,5,,4.0,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,2.0,4.0,5.0,3.0
1211,5,5,5,5,5,5,5,5,2,2,,2.0,3.0,3.0,3.0,6.0,,,1.0,1020,1.0,5.0,6.0,15,,3.0,,,1.0,2.0,2.0,1.0,1.0,1.0,4,4,4,4,5,5,5,5,3,2,60.0,40.0,40.0,77.0,87.0,45.0,62.0,69.0,57.0,46.0,2,2,1,1,1,2,2,1,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,,1.0,50,,,,,4.0,,,,,,,,,,,70.0,,,,,1.0,1.0,,,,,,,
1212,1,2,3,2,4,4,4,2,4,4,63.0,2.0,,,,,,,,,,,,,,2.0,,6.0,1.0,1.0,1.0,1.0,1.0,1.0,6,2,5,5,5,7,7,6,3,1,25.0,36.0,35.0,45.0,66.0,40.0,85.0,60.0,68.0,70.0,1,1,2,2,2,1,2,1,1,1,2,1,1,2,1,2,2,2,1,2,1,2,1,1,1,1,2,2,2,2,1,1,1,2,2,1,1,1,2,2,5.0,2.0,5,1.0,110,15,,,,,,,,,,,,,,,5.0,5.0,5.0,1.0,2.0,5.0,5.0,2.0,,,,
1213,5,4,5,5,5,5,5,5,2,5,,,3.0,2.0,2.0,6.0,2.0,45,2.0,850,,,,,1.0,,,,1.0,1.0,2.0,1.0,2.0,2.0,7,2,3,3,2,5,6,6,2,1,42.0,24.0,59.0,61.0,62.0,76.0,79.0,91.0,46.0,82.0,2,2,2,1,1,2,1,2,1,2,2,2,1,1,1,2,2,1,2,2,1,2,1,2,2,1,1,1,1,2,1,2,1,1,2,2,1,2,2,1,,,,,,15,3.0,5.0,,,,,,,,,,,70.0,4.0,4.0,5.0,6.0,,2.0,,,,,,,
1214,1,4,4,5,4,1,5,2,4,4,61.0,4.0,2.0,5.0,6.0,3.0,,,,,,,,15,2.0,,1.0,6.0,,,,,,,7,3,4,5,5,6,7,7,1,1,61.0,25.0,26.0,78.0,73.0,37.0,91.0,48.0,58.0,63.0,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,1,1,1,2,2,2,2,,1.0,15,1.0,125,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,,1.0,4.0,5.0,,,,,,,,,1.0
1215,2,4,5,5,5,5,4,4,2,4,,,3.0,3.0,3.0,,,,,,,,,20,2.0,,,,1.0,1.0,1.0,1.0,2.0,2.0,5,3,3,3,6,5,7,5,2,1,45.0,35.0,40.0,45.0,45.0,20.0,90.0,40.0,85.0,45.0,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,5.0,1.0,23,1.0,100,,8.0,4.0,,,,,,,,,,,70.0,1.0,,,,,1.0,,,,2.0,4.0,6.0,
1216,1,5,1,5,3,1,4,4,5,5,,,,,,6.0,2.0,55,2.0,325,,,,,1.0,,2.0,,1.0,1.0,2.0,1.0,2.0,1.0,7,1,5,2,2,7,5,7,1,1,38.0,65.0,15.0,85.0,48.0,54.0,82.0,90.0,85.0,96.0,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,2,2,1,1,1,,,,,,5,10.0,1.0,,,,,,,,,,,70.0,5.0,1.0,1.0,1.0,,,3.0,4.0,2.0,,,,
1217,4,3,4,2,4,2,5,4,5,4,,4.0,,,,5.0,2.0,40,,,1.0,4.0,3.0,14,2.0,,,,,,,,,,6,3,5,4,3,5,5,5,3,1,75.0,60.0,58.0,45.0,50.0,40.0,55.0,48.0,70.0,60.0,1,1,1,2,2,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,1,1,2,1,2,2,2,1,2,1,1,2,1,1,2,1,1,1,1,2,,,,1.0,180,,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,70.0,,,,,,1.0,4.0,4.0,2.0,,,,
1218,1,3,4,2,4,2,2,1,5,4,,3.0,3.0,2.0,1.0,,,,,,1.0,5.0,6.0,,,,,,,,,,,,7,5,5,1,3,6,6,5,1,1,60.0,55.0,65.0,45.0,70.0,20.0,60.0,50.0,75.0,75.0,2,2,1,2,1,1,2,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,1,1,2,3.0,1.0,34,1.0,220,10,10.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,70.0,,,,,1.0,2.0,,,,,,,
1219,3,4,3,4,5,4,5,5,3,2,,,3.0,3.0,5.0,7.0,2.0,40,1.0,1500,,,,15,2.0,,,,,,,,,,4,2,2,2,1,5,5,5,2,1,30.0,50.0,50.0,50.0,50.0,25.0,75.0,75.0,50.0,25.0,1,1,2,2,1,1,1,2,2,1,2,1,2,1,1,1,1,2,1,2,2,1,1,1,2,2,1,1,1,1,2,1,2,2,1,2,2,1,1,2,,,,,,,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,50.0,3.0,3.0,5.0,6.0,,2.0,,,,,,,
1220,4,5,5,5,4,4,5,5,3,3,,,4.0,4.0,5.0,,2.0,42,2.0,100,1.0,4.0,4.0,0,2.0,,1.0,4.0,,,,,,,5,1,4,4,6,7,4,4,4,1,73.0,44.0,35.0,94.0,31.0,50.0,76.0,100.0,27.0,28.0,2,1,1,1,2,1,2,1,2,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2,1,1,1,1,2,2,2,1,2,6.0,,,,,,,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,81.0,1.0,,,,,,,,,,,,2.0
1221,4,4,4,4,4,4,3,4,3,3,,5.0,4.0,4.0,3.0,,2.0,60,2.0,500,,,,,,1.0,,,,,,,,,6,2,4,4,5,6,5,5,3,1,40.0,40.0,30.0,50.0,50.0,45.0,30.0,40.0,60.0,40.0,2,2,1,2,1,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,5.0,,,,,5,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80.0,,2.0,5.0,5.0,1.0,2.0,,,,,,,
1222,4,2,4,5,5,5,5,5,1,4,30.0,,1.0,3.0,4.0,,,,2.0,400,,,,,1.0,,,4.0,,,,,,,6,1,6,3,1,5,6,3,2,1,85.0,10.0,65.0,90.0,90.0,100.0,100.0,100.0,0.0,70.0,2,2,2,2,1,1,1,2,1,1,2,2,1,1,1,2,1,2,2,1,2,2,2,2,1,1,1,2,2,1,2,1,1,2,1,2,2,1,1,2,2.0,1.0,48,,,5,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,5.0,5.0,6.0,,2.0,,,,,,,8.0
